wirein_ct,wireout_ct,avg_wire_amount,max_wire_amount,perc_wire_to_high_risk_country,perc_wire_from_high_risk_country,num_high_risk_counterparties,same_day_wire_ratio,suspicious_counterparty_score,txn_frequency,degree_centrality,betweenness_centrality,clustering_coefficient,cash_deposit_amt,cash_withdrawal_amt,kyc_flag,num_sar_filings,past_sar_flag,customer_age,account_tenure,txn_amount_std,num_large_cash_txns,international_txn_ratio,num_unusual_txn_patterns,num_new_accounts_opened,recent_address_change_flag,pep_flag,num_credit_card_txns,num_failed_login_attempts,recent_device_change_flag,risk_label
2,6,1298.668257459553,2973.6575425434758,0.24529009364364296,0.8330569412642136,1,0.11852075445934002,0.020767886710391203,18,0.5759104674173964,0.8666569240289065,0.3438938432523665,3456.5938087642403,2685.2225404485125,1,1,0,53,18.91205557052042,110.82752333803327,0,0.027924619767751735,0,0,0,1,3,0,1,1
2,1,2277.456217470646,1140.789657766907,0.3012257480622794,0.15345683210816208,0,0.3571589853051865,0.2821786456492331,5,0.7167247826814506,0.07949174835268746,0.6632806368578182,1661.5744912240773,8145.139601194217,0,0,0,72,8.66801435925144,334.76198030193706,2,0.885183869316744,2,0,1,1,4,3,0,0
1,2,2246.546555458237,5232.241767958789,0.29650157102393904,0.5482037727921516,2,0.4556225778771499,0.3163220570094807,8,0.012168345382033152,0.058153027989850115,0.9834151152664279,6019.0471423231,6267.974877010559,0,3,1,78,2.6822992154727543,452.7169318127768,1,0.1182354289454518,2,0,1,1,6,0,0,0
3,1,1056.076207697707,1324.336397492687,0.45107607182485965,0.24406345104292526,3,0.4613474919771836,0.2553138011712709,15,0.7802034968567615,0.35135901433178085,0.13971019064915835,7732.032840719821,8365.357484829052,1,0,0,36,2.581374777974399,162.70001579910974,1,0.04461388010390466,0,0,1,0,4,1,0,1
4,2,4235.147076326336,2011.4467743583848,0.5783291027043042,0.3927609189247192,2,0.26258789496711205,0.6468602240172217,10,0.8118107694391947,0.5537558363378986,0.6747417274380882,7686.812210400612,5400.0404480911575,1,1,0,22,11.596381320603118,138.51596829804683,0,0.014163205491512287,4,1,1,0,5,2,1,0
5,2,4573.948227692404,8848.95457371923,0.3828242079635038,0.31451757220910526,1,0.19647221968667994,0.06981630148556195,1,0.4281756874621504,0.7800609232181682,0.706560814322998,6875.455583998017,3188.5081617315614,1,0,0,30,10.96849963044895,416.81404273443707,0,0.9269681987608048,2,1,0,1,2,2,1,0
5,4,2793.809795017717,3612.553095832843,0.6237422454995412,0.28165300968446383,3,0.33447582088031247,0.43919216568266695,1,0.37242675117596824,0.7924877273700713,0.5029339370832488,5193.395049709831,5424.748445026447,0,1,0,77,11.677145694165894,433.7395549480814,3,0.04806284397274385,1,2,1,0,4,3,1,0
3,5,2817.1737898730244,1106.8421200242337,0.788581765108471,0.42543119425634557,1,0.4215549782882013,0.01683331986056147,8,0.22540211476880023,0.5413013162563218,0.6420571467374065,5258.485434106644,3073.3089708233447,1,0,1,59,16.58844879973541,365.6174508961979,0,0.08516576999030923,2,0,0,0,6,1,0,0
0,4,513.5939211027256,2010.1696479242976,0.2515130396764008,0.6034175784722833,3,0.4140625959284505,0.22448050123272834,2,0.3718979905749412,0.8025265348633159,0.5183981907879688,3969.10864134158,5483.515741186107,1,1,0,66,14.193164892690614,275.2018009098424,1,0.5071949029713082,2,0,1,0,9,1,1,0
7,5,2493.113441188836,6091.764078021241,0.08077921387434361,0.2166866437053927,1,0.03843355169087742,0.6333385818425894,7,0.5155199159143766,0.40914542187403724,0.9825878115518009,4409.934124617598,8893.107630485682,0,0,0,75,18.38138431593018,162.52046431638303,1,0.08945581398601654,1,0,0,1,8,2,1,1
4,3,3197.1359828221953,1084.1045813761978,0.16540090450135903,0.32233331180047364,1,0.461060217980609,0.735558198267917,18,0.5063662535617891,0.8797952074934596,0.04486746306259981,6119.747176250598,7687.685213044084,0,0,0,78,8.611296843397295,216.50217757558025,2,0.8263985993346173,2,0,0,1,6,0,0,1
1,6,1086.4577601604767,8458.004291802345,0.8377290986226563,0.4752929765655083,3,0.15368635960202243,0.7786746648941558,1,0.3584022386938166,0.017631408934024706,0.7928649871024711,4513.549357624638,3489.0833117406214,0,1,0,77,2.5474230898839956,352.2227859956622,1,0.04884576662342943,2,1,1,1,5,1,0,0
3,4,2486.9627999592367,2700.368323884571,0.9029010111633711,0.39950647526056426,1,0.017499420631992835,0.7040996843974501,9,0.7878331881854967,0.8820505169659657,0.11322579225121754,7290.579380677628,5951.257073427851,0,0,1,41,19.029695350201397,194.10147251454873,3,0.2541042263570844,3,1,0,0,10,1,1,0
4,2,1790.9009374225727,1553.5516281277469,0.2968002050518389,0.08703356509155424,2,0.45936187466691525,0.6397477120376796,9,0.37835360326191203,0.8686272654795317,0.6226932426199755,5967.056255492313,2918.2462782313887,0,0,0,62,6.525905313087539,449.18390530494503,1,0.6213736953114487,1,1,1,1,5,0,0,0
3,2,2337.0688370583443,3933.0112905427845,0.09424306640452562,0.5695118693444212,1,0.3347492882753473,0.47193792855645866,16,0.16656625008440606,0.7394835856213277,0.9528200617835816,4646.317945222807,1439.9940655466671,0,1,1,35,6.02476725293521,388.8932560853012,3,0.46134540331864415,0,0,1,1,7,1,0,0
3,3,1721.2162778581308,1967.078947976979,0.8936486490904808,0.6085046129707865,3,0.13619228963164476,0.4895395420941543,16,0.3557607149943026,0.9822594078707026,0.00987960664205656,5793.694696259038,1529.2408049947428,0,1,0,21,6.474429048784369,105.98151310485389,0,0.9661191540005332,4,0,1,1,4,0,0,0
1,3,1464.223141896168,1706.7446734741554,0.7087285799048996,0.5319717344964983,2,0.28822992822961696,0.9062673972898302,17,0.9751924110715265,0.17049752178789424,0.623807263920875,2916.6890500129075,2543.588406822185,1,0,1,47,8.385523614428962,221.4297930756451,0,0.5755637498240401,0,0,0,0,9,0,0,1
3,4,2827.043996509987,3563.674089495523,0.002140919345475223,0.24409457249260236,3,0.11384331296479921,0.5624489412714188,10,0.27637934531589947,0.522243251566884,0.870664477618756,1443.5087502618069,4066.654201399116,0,0,0,28,14.129665381059793,110.63999803186988,2,0.12788246441632523,3,0,1,1,4,0,0,0
3,3,2384.4154571719473,1296.7924931433406,0.777161196205595,0.4379977478955541,1,0.025487017895830688,0.814423567079152,1,0.49020285420562826,0.44466747083871627,0.5619541425098686,3317.1879927873315,5512.966724273975,1,1,0,25,16.875449486985488,52.06303910537387,1,0.7348541626584053,1,0,1,1,8,3,0,1
1,1,3761.918841109462,9021.543983449756,0.05548394206791063,0.24383909969594042,1,0.16288405982168425,0.6703200658307816,4,0.25936582116749485,0.25520212401559794,0.9808165824953037,4118.497939151629,4567.655383530905,0,1,0,44,10.580503146188544,116.4932691579181,1,0.5148642324455099,1,0,1,1,9,2,0,1
4,2,1066.7328847137526,7795.613837184626,0.4140678257678164,0.4425890233244587,0,0.49669493936953407,0.6286843334246048,14,0.22769871342582593,0.9121359019231834,0.7743001177801508,2479.06541105441,6763.655052277067,0,0,1,73,11.851727148622063,82.23874941719127,3,0.9673760655989699,1,0,0,1,5,1,1,0
3,6,1635.1377523482668,5897.621043477582,0.39137809336374696,0.8542676926575307,2,0.014496372499489929,0.056952867295681164,8,0.009094180302419264,0.14104663358372715,0.19409453928960518,2348.6942852676493,4857.333463856542,0,1,0,73,11.69311527649385,75.03727314028279,1,0.939176224937632,0,2,0,0,3,2,0,0
2,3,3192.3773406320847,6011.3092882666615,0.49179063262366807,0.8914550645563722,2,0.22604676119519207,0.49149130225952253,7,0.8340422679266704,0.20679636635760645,0.3895276083725533,4297.133662377987,9855.35381531456,1,0,1,68,9.902608304056557,419.5247027854032,1,0.4238374848872488,3,0,1,0,3,0,0,0
3,5,562.7705841136016,1402.7629053361434,0.04197272624350601,0.8949106425646658,1,0.13576674145425127,0.04592005609126304,14,0.3804444517659612,0.10786433844424248,0.4146877096494316,6894.786907558234,5017.006231485741,1,0,0,59,14.824870349446034,301.17238622874567,0,0.8094636522830344,0,2,1,1,7,1,0,0
4,3,2903.991844690613,5891.228829832268,0.8886932147847983,0.022301704898643582,4,0.38536430765328294,0.20570429497656983,18,0.4338080365183268,0.6496631634695276,0.6894891563269572,9513.350751664682,3151.8585368795366,0,0,1,61,7.624599978191959,420.51824007114226,1,0.6738923613829444,6,1,1,1,4,1,0,0
0,1,3741.872310915543,2463.1036179713074,0.3633924794321266,0.7716681063107458,2,0.35647940777976306,0.332075242181336,7,0.8313762837143706,0.6894795937285974,0.19316521112177099,2971.8534043010386,7474.202485754708,0,0,1,28,17.59545254245295,456.3344421009066,1,0.08630347139625794,1,1,0,1,7,1,1,1
2,0,660.2546762277867,3362.952070180002,0.8820481860076986,0.6296412342324573,2,0.4046229183767413,0.9471165032363784,17,0.905350902327037,0.31930032032675715,0.4382274945490999,5966.77272251049,8343.141277433113,0,0,1,46,15.220494013362497,180.54165613448708,1,0.8192845491421378,2,0,0,1,8,0,0,1
2,4,4106.1719095863655,6179.945570479929,0.5249340842434675,0.9882034927269742,2,0.434425375900582,0.584469931644613,7,0.0816316498513383,0.23551445155666284,0.36109057899529273,8925.569489455213,5583.059324632999,0,0,1,49,16.420624605948497,283.8125606705633,0,0.35708276771390257,1,0,1,0,5,1,0,0
1,3,4336.424333851852,4383.44537862964,0.8620840858402314,0.6886292899005433,2,0.2256338976856334,0.25435953880638185,14,0.5606429251459861,0.9793758196664546,0.8059448887141532,2712.8910084041586,6926.558024731566,0,0,1,60,6.979997845051762,186.51122871001405,0,0.5647288195695483,1,1,0,0,4,1,0,0
3,5,1308.4668006346042,5283.156947258806,0.26665619213250447,0.4842130657597906,0,0.4322384518089141,0.44393364970311255,10,0.14473293333807224,0.8576174997682786,0.07028761402991868,4238.902111004509,8064.209390056562,1,0,0,47,14.08114217797393,99.10455420888043,0,0.28014937095051873,3,0,0,1,5,3,0,0
3,1,2539.6779763663685,9483.4873914279,0.29338967558297835,0.043013964380055336,1,0.2464962145522659,0.005212518476924943,3,0.7724077221232417,0.97799979356129,0.3425421656593509,6423.546492412218,4726.251313798247,0,0,0,30,13.581597609402989,324.0198594453392,1,0.709420882669351,1,0,0,1,8,0,1,0
2,0,3483.078135550546,6202.675442663485,0.2542178290666882,0.6050714851807668,3,0.43082857774852407,0.6545222690109419,2,0.5747092028675753,0.6836725217395068,0.37188050458859123,8278.377803386697,3071.6514220060135,0,1,0,60,3.0024079162664297,154.79013305675352,2,0.6789000592239617,0,1,1,0,14,0,0,0
4,2,4881.84161917322,5860.2627303461895,0.7044236214774866,0.030397414811526136,1,0.1517421042757804,0.4937694913726616,17,0.3676895225363531,0.2505015968847033,0.06314920190686346,9297.349035673327,7471.498579991794,0,0,1,33,5.117744279217245,490.6245318598137,2,0.8533246161278912,3,0,1,0,2,3,0,0
6,2,2761.4642302491043,4506.916800593039,0.6147709531562623,0.06519280218469103,0,0.3919584644232742,0.6017644421104693,16,0.7397949926578588,0.4551853780343833,0.6092463103757779,3929.661834681387,1478.6680732043453,1,0,1,66,3.871356096984062,124.52700610452702,0,0.3095334258868586,3,0,0,0,6,2,0,1
6,0,4443.315568357719,7392.190077345333,0.2915767695757653,0.6706633160020995,0,0.28037159800770856,0.03133746067672627,18,0.6237219692791834,0.6846716274158617,0.8111178727406951,1783.582329816704,1713.7222727804774,1,0,0,64,19.709739370779708,139.23820386338417,0,0.8602730785282122,1,0,0,1,6,1,0,1
7,2,4172.150760359308,3438.1830092218406,0.5188895316510814,0.8433323548919375,2,0.2519645038621221,0.5845060359833142,11,0.7238286818229451,0.12319188804283021,0.8497130445803941,2269.7102936743695,6306.258589780154,1,0,1,68,2.1956865239110046,320.5137500882801,1,0.17270902574579983,0,2,0,0,5,0,1,0
5,0,4563.938781721894,2872.22106459924,0.23273024187005353,0.11463994358570684,1,0.34936346185193956,0.9145287636368638,7,0.8959091387314908,0.8832052018734622,0.32168404666703443,1184.7026054126377,9274.553570878106,1,2,0,57,7.903710152757308,213.80806216685136,0,0.8804806233413804,1,1,1,1,11,1,0,0
3,5,4341.334678375807,9924.3481209775,0.4713681101729975,0.5936525794468104,4,0.1366561793268598,0.07914862094972763,4,0.7768809957583076,0.24260701695345221,0.20826782126756904,2969.098712268251,8692.148872835816,0,0,1,74,8.655726227008236,329.81301402117685,3,0.7728642705271749,1,1,1,0,6,0,1,1
3,3,4303.51501172333,5489.659213698468,0.037556069740189546,0.402753618747442,0,0.2480164449707074,0.07979704655945741,10,0.1909688977592494,0.29146702409733705,0.9855122903884784,8655.639803322518,7444.122768395592,0,2,0,33,6.642122600914917,373.98327381072374,2,0.5532494259466301,1,0,1,1,4,1,1,1
2,2,3084.320928688581,3988.665017414384,0.8140669059512669,0.7922170331553517,2,0.16154437364727614,0.8246314679891132,16,0.34838806010205736,0.8679111317392613,0.07771197568889054,5295.158873280381,9730.915878984053,0,0,1,30,1.091911728389059,180.1794861799217,0,0.16939060883268864,3,0,0,1,7,0,0,1
2,4,2823.115204400272,4866.424691036921,0.44325344147496215,0.7401493936975908,0,0.3041545140517798,0.5377707777946096,14,0.11185994634632246,0.1441600603883696,0.426569004711536,5518.581238014109,6316.175317440268,1,0,0,35,12.395576880847248,270.7111213297104,2,0.13447619607861327,0,1,1,0,10,1,0,0
1,5,2354.4212433464263,3295.0328725096815,0.04796755857947588,0.9986114270374542,1,0.46959871641288103,0.9765873392003843,3,0.4333420303683231,0.3408857244691845,0.05202984694984503,9683.781394647696,6427.401123695931,1,0,1,61,5.73395886944181,78.84859894990016,1,0.8924820435624864,1,1,0,1,4,2,1,1
0,2,1071.6510918795427,5510.077307428133,0.7885518420082566,0.776640074372623,1,0.4895766198757443,0.5594021158982408,19,0.3298278294248793,0.41950074021133854,0.5990715103352405,2117.8296456739645,9640.524481882961,0,1,1,32,19.291457368530317,351.5036338736196,2,0.7796381076219003,1,1,1,1,5,0,1,0
3,3,4494.033823172861,7970.29677348385,0.09031856029907304,0.5063716735451453,1,0.4948614452331532,0.7871228629394419,12,0.26646694120920267,0.9972350715875868,0.5302190478209937,6017.488837119527,7880.649049325187,1,0,1,25,2.0298253641753905,437.3744105746355,0,0.36932995233471777,2,1,0,1,5,1,0,0
2,2,3691.9143266156752,7271.159625679071,0.5773417251963703,0.5155469940751422,2,0.06111709642726304,0.9021541886529115,10,0.21213007087061098,0.6742101603876477,0.9491276809164064,8811.817951957728,3945.6427921379845,1,0,0,20,15.064683312028336,474.70076363136246,0,0.8522286669754824,1,0,0,0,3,0,1,1
1,4,776.9436536067659,2990.1093660011347,0.8237242861369873,0.8110216892922268,0,0.1068564874262895,0.509722705566481,1,0.9566600884242134,0.788144013967911,0.022807660687623077,1387.6068367548744,5543.891212920395,1,3,0,39,6.0230282691515225,439.41035199745403,2,0.7591142684643823,3,0,0,0,4,0,0,0
2,3,3251.726837236396,2314.152150328974,0.31014722109080206,0.9326819023605022,4,0.09834321706343069,0.0968921611641681,18,0.32820175053761746,0.5063967046524591,0.6965307936042223,9217.979082275944,9030.518972708336,0,0,0,70,11.11150395572574,383.7735526399498,1,0.8491126664546575,0,0,0,1,5,3,0,0
5,2,609.9209732328495,7287.7203048876045,0.47552652162619335,0.1710108544182284,2,0.07380340957879433,0.1437851730161922,19,0.13126221109287095,0.4836503791761352,0.74408044410506,6181.917233970559,6273.435067187561,1,0,1,31,10.772872089438241,270.749001645538,1,0.10033042761719468,4,3,0,0,4,0,1,0
4,2,1041.2193340787308,4644.197328428596,0.031856762528260085,0.7670125299807694,0,0.09564658710105362,0.5067117639327983,13,0.06767516322559997,0.8959989516809134,0.6038953001447722,8154.043747358478,6487.316489363896,0,2,0,44,14.471691898409468,289.77973411038903,0,0.0658659911671422,2,1,1,0,6,1,0,0
2,3,4064.854722238603,8361.862939694849,0.03341799470505946,0.8700551931092828,4,0.10424723747713027,0.9336165192303673,7,0.9714770702702739,0.512078453937679,0.9465083782919413,5726.854625113796,6385.410488795467,1,0,1,42,9.49511347426821,238.32498671007772,0,0.41729253773465524,4,1,0,0,5,0,1,0
0,5,4027.7863314402844,4384.376119982408,0.32479891538036054,0.037782968064595135,2,0.49990257206690075,0.8838761119858818,12,0.3185630981259896,0.8741096277181507,0.8622925295542114,7174.150623819594,7318.578322245578,0,1,1,67,13.912105543294999,393.0276459405259,0,0.13954185144340425,2,0,0,1,2,1,0,0
4,3,1734.856842360568,8422.508476692281,0.5902990717555996,0.7543759555249097,3,0.0313607954506942,0.963687165956651,17,0.2180164985319386,0.012727281689920544,0.30052954971714696,7762.368388222096,4960.3732088878205,0,2,0,24,1.3092896972822565,177.86645536530577,2,0.8957553787544835,3,0,1,0,3,0,1,0
5,3,4173.025333382601,6187.6499630827,0.972095993212311,0.2725476478930291,1,0.12246952284682816,0.7567798069785374,18,0.6098116579787016,0.9998714382741338,0.7097672839415535,7630.845352588899,8360.617987543872,0,0,1,46,2.497113063562808,365.6566037467738,3,0.9665443904795376,1,2,1,0,4,4,1,0
4,4,1803.122171018272,9639.25020677882,0.7626534899114843,0.3270915060016386,2,0.08792894065809626,0.9095689433445876,6,0.17896181713500103,0.1428879341922672,0.23034415563211452,2408.9560743507013,8198.075723140955,0,1,1,70,18.302834872575744,468.4123634496162,2,0.7997768971550031,2,1,1,0,2,1,0,0
2,2,2197.6339357206293,5287.044641449295,0.32146247794780447,0.7553389295039722,2,0.25542618248189897,0.9095385699133887,17,0.8761397846840072,0.28815694946174486,0.8995852164620958,3700.237649184061,6088.984601636065,0,1,1,26,6.831399390021826,233.5249980245058,0,0.585126445760635,3,0,1,0,5,0,0,0
5,1,647.599434246032,7626.519089050793,0.10962819440343974,0.5769095353227514,0,0.07498851207577234,0.11580488934740774,2,0.7428166905773317,0.8221448795703731,0.6226878136965482,9434.377056931893,1198.8437239429736,0,1,0,40,6.741549799696742,262.7514635499784,1,0.07058648944793888,0,1,0,0,6,1,0,0
3,4,3488.3335453992536,9395.615992242692,0.1596299332527641,0.9016533867127051,4,0.10705812170646778,0.67101247484487,6,0.5257888435355464,0.009222273587226937,0.7418129092665151,6640.5707801990675,8174.859145354292,1,0,1,25,4.369154640153843,267.4512348492673,1,0.13006768650465006,1,0,1,0,5,0,0,0
3,1,1268.4212755267354,7257.8705466194615,0.17839825192858105,0.7443037173373661,4,0.4435709993470719,0.3612227352342863,12,0.16427656590225737,0.1901538629126105,0.7085933076220029,3708.779638693682,9300.907553308021,1,0,0,53,13.025294132356578,404.3286678531742,1,0.9700997244065045,1,1,0,0,10,0,0,0
1,1,4869.071201524413,5687.3402752967395,0.6239455747613883,0.32397610656153897,1,0.3352900254134677,0.9370546335657753,10,0.3942419878349164,0.43593449089112823,0.4358396389345528,7618.10789632782,7212.605769402249,0,0,0,35,12.654048988423781,378.640005848824,2,0.9439608353238148,1,1,0,0,0,1,0,0
1,4,1462.1054479822978,3977.1369228489007,0.6557962798997199,0.3816210441766039,2,0.014519951104609685,0.07398888420190508,15,0.14841012338263715,0.30062690653864854,0.1154336399835092,3209.656514396137,6942.455044859542,1,0,1,37,0.6360851423907921,318.13186752368875,1,0.6622635130906498,2,1,1,0,5,1,0,0
3,1,1795.4577650068006,6556.188258892604,0.5534295611637274,0.9859743176855195,4,0.3047601556549621,0.3769938292104549,5,0.5314674959574129,0.12965040049112864,0.9528045855639408,9894.597304185154,8710.874987855168,1,1,1,18,0.9509960437045173,412.24183633135146,2,0.07741733198591338,3,1,1,0,7,0,0,0
2,3,3562.6239181344527,5626.726260573459,0.12251914253709384,0.10638840541407735,2,0.06860861580503297,0.32505152360958756,17,0.5414293943049967,0.21884081695077606,0.7676754330372791,9862.674464230065,7367.975480261979,1,0,1,54,12.187854327594462,60.51997476143174,0,0.4581724632651236,1,0,0,1,6,2,1,0
6,1,4347.99239898848,8615.072669996007,0.29151692815119234,0.25462686665289547,2,0.4160310483770754,0.6963758498705658,18,0.8422820987482158,0.6856766363336941,0.30599640875723655,3018.7236414247714,5765.1836677432,0,0,0,66,18.343622901286732,272.14332256012267,1,0.0888673992303024,3,3,0,0,7,0,1,0
2,4,4032.8233770358074,5148.726329912856,0.8588139146748568,0.4035227665072294,6,0.4462557095470758,0.7732611520799886,2,0.8971304663109364,0.7155696354730722,0.055888268253075246,9356.217871556411,7448.941612209627,1,0,1,27,8.278571321108245,216.75162119768513,0,0.05982311701756027,1,0,0,0,5,0,0,0
4,1,510.5636324035392,1754.2374318555471,0.4514959391194442,0.8590463297066561,0,0.003865133670174492,0.041066373746611595,15,0.16551973560490962,0.030624182237762865,0.12649095932025423,7769.8244435536735,6802.2704651600625,0,0,1,69,0.16586618875714,216.2191735824791,1,0.2257669428311906,1,2,0,0,8,2,1,0
4,3,1920.441321420458,3569.7256454380563,0.45591593702211375,0.058796016544637064,0,0.30817816179951246,0.5873835952686471,19,0.129954904076921,0.4188706622460472,0.602896339446407,2615.894837147502,9571.163535631498,1,0,1,19,19.306661284629826,109.9927203264729,1,0.4437597543528006,3,0,1,1,5,2,1,1
2,3,1025.9544226592257,3568.647612725574,0.32360946943407076,0.10021134905052453,2,0.37394612701304164,0.3223550934061763,14,0.14772352839713165,0.9146909247082321,0.8365630353048717,3746.009257105683,8139.1572985651155,0,1,0,58,0.8656497900236149,347.8704046546716,1,0.5317370213328576,0,0,0,1,4,1,1,0
4,2,4646.559812974387,1381.0104326647302,0.699027414042095,0.5537739542944381,1,0.05177178597639198,0.7144961527843495,15,0.8691828639805104,0.8982696496338443,0.745613905176244,3508.5523900184176,3009.5121423916175,1,0,0,67,5.182963973184003,423.561993997448,1,0.41910551563520226,1,1,1,1,4,1,1,0
5,7,1432.77135147381,8288.096758192942,0.8886426693629551,0.6216295780432135,1,0.14477137389685246,0.45071798553214737,9,0.2722188008397757,0.444802991036633,0.7385710386348938,5963.808246817246,5266.56811739057,1,1,0,30,4.2974910903469095,230.21958743320707,1,0.019457117198508844,2,1,0,1,6,0,0,0
4,0,1874.3607434423811,8127.158845800132,0.028457391843922486,0.024809330042565803,2,0.14195869983221532,0.931922435685587,19,0.4759759686597461,0.10427775783154625,0.32765502992164286,4069.3972167118823,7701.104756892848,1,1,1,41,4.358808081767611,102.251316085438,0,0.06705260694923865,5,1,1,1,10,2,0,0
5,3,3720.481934325401,7542.818842112339,0.5453628521336417,0.6120793182038592,3,0.36016213866320074,0.48168776866153795,13,0.32059390708031776,0.7622007729260825,0.284149644890044,1814.679081542919,1580.701699878803,1,0,0,26,14.783539974288562,426.56202126636924,1,0.8323667678700299,2,0,0,0,2,2,1,0
5,4,1490.58159888887,5185.317922576055,0.572099816971625,0.05859088771013543,0,0.09708103870725482,0.0747966479969393,16,0.08769670916230932,0.5991970910211082,0.639896436083252,6456.394571791345,8994.746370669827,1,0,0,69,4.129203513841857,259.1153068538556,3,0.9736992974506061,2,0,0,1,7,0,0,0
4,1,3042.8252736651216,9735.159993646244,0.39425823549574524,0.8960283653249931,4,0.30752558276428243,0.29087973224421937,3,0.7658659869388081,0.15087804682460448,0.5736057861238032,5599.93875862856,1964.012637836113,0,0,1,58,15.819532545031592,353.31167885390795,2,0.14025697138708415,3,0,1,1,7,0,1,0
3,3,3401.8521954337707,9654.764430837737,0.9246228178425285,0.2161885738704754,2,0.3201736731488685,0.8887277285517147,5,0.8849134572119935,0.2589960732996327,0.12802476286107678,5680.563176661521,6240.9846001060805,1,1,0,75,7.386500378026309,129.61088453486082,1,0.6154554518720216,6,0,0,0,7,1,1,0
4,1,1413.8176681402797,2017.9518085154784,0.6443657004925674,0.965485657007934,3,0.07859123580418675,0.33596364855365213,16,0.4390946215718754,0.2845667100798517,0.6039282843853099,8620.904795739973,3164.033128672715,0,0,0,57,18.527129391401548,460.47998159715644,1,0.9359733941084536,2,1,0,0,5,0,1,1
6,2,2608.0755668918896,1104.804095527866,0.5499789863838642,0.35390582625685874,2,0.22057179968453827,0.6791277374008733,5,0.7173277870408695,0.7457821580012718,0.5203922259929623,9936.6850163739,5684.350729514935,1,0,1,53,6.020465518405674,68.1976593423191,1,0.4094461645115737,2,0,0,0,10,2,1,0
1,1,4312.835354909723,7590.706935473629,0.10812335247709604,0.19972851912240497,0,0.039957554673303364,0.33747469503667304,12,0.9508410342291114,0.6080704476990816,0.5972126941859932,1517.7410534318872,6497.399864475339,1,0,1,35,15.138779670745986,274.9176218337863,0,0.8599099084251914,5,0,0,1,3,2,1,0
2,4,3547.8678168416345,7649.002260267379,0.7174344508782536,0.8352455477380024,3,0.058838256322649496,0.8561495725959415,3,0.5785117924094454,0.1353624617602578,0.7095677163980609,1387.7579454117788,6097.4362054918665,0,0,1,76,17.82704370577977,318.98751659854736,0,0.21126135302684368,3,1,1,1,2,1,1,0
1,2,1681.8512556473313,4114.965167041556,0.09624649114071637,0.14838537821747766,0,0.11599249249184418,0.5446880934339766,18,0.7172991516875343,0.8452517957571815,0.3125802588597607,2787.9457165418626,4128.8765282496715,0,0,1,64,14.167471812143962,276.5924362973535,2,0.08874390070476712,3,0,0,1,6,2,1,1
1,3,939.2844224081703,5789.061752129044,0.9650316229099188,0.7648478932199835,1,0.39778168125113483,0.9364464228117573,19,0.8095792609149848,0.3277860691617568,0.07337838974377597,3416.572377711266,9483.311928492205,1,0,1,18,12.545589153848503,480.2938967154266,2,0.9021388646939852,2,1,0,1,6,0,0,0
3,4,2362.6672612366497,7437.131681343698,0.34442804621718826,0.7858004651879744,1,0.3546953726255644,0.7147222018094264,12,0.06722863557081049,0.40719284968585356,0.3816092179827253,1054.1983633156574,1390.0485997223175,0,1,1,45,7.534290304904769,97.20262986947236,0,0.1572746187360312,1,0,1,0,7,2,1,0
3,2,2076.0647644718456,2571.2558620872423,0.3686206524982887,0.6296726518598873,3,0.45208184197803747,0.9547775524252154,18,0.7216585494841574,0.26054501410973785,0.4007352551136837,8377.404604779926,2397.9697058636925,1,0,1,41,3.4026759629068537,386.63836244214497,2,0.9186335824978394,1,1,0,0,5,0,1,1
2,2,2216.3396445640556,3731.078948046456,0.2893524102222462,0.33949391505994275,3,0.06379561964368857,0.32938732198659637,17,0.7248705057140666,0.2236752120549389,0.2120433621929596,6191.378088321269,8555.698501499908,1,0,0,27,8.209399567735518,123.95650681220579,3,0.1547586013401483,4,1,1,0,4,4,1,0
2,1,4980.218908115777,8318.63932556015,0.161712778330108,0.6720843906060631,3,0.2190611735404316,0.9066688146151902,16,0.1490422091752075,0.9213674026995187,0.2643451177266962,5938.511395141662,3678.502822492835,1,0,1,69,14.678810027032563,60.07523401795007,1,0.4150535557567442,3,0,0,1,2,3,1,0
4,2,1111.697363152943,7282.669046307839,0.21502256935618458,0.14447569659460535,0,0.12595413268371075,0.511442833917623,10,0.7495862900768155,0.9966009120549105,0.48369002626478563,7459.550805291423,1331.5223539297297,1,1,0,32,17.9873227875799,105.62139457153272,1,0.9222406537251789,1,0,1,1,4,1,0,1
5,2,4699.009495258939,8631.745239813314,0.5874151637926668,0.9030010851514962,0,0.3653811509266497,0.5914074128989139,3,0.5987737041336165,0.8694591028404044,0.2487156819788625,9718.637400052718,2047.6691781833752,0,0,0,40,8.561649639658564,160.45496717475947,0,0.7861191744158507,2,0,1,0,7,1,0,1
3,5,4431.000093021899,7493.606018590813,0.9255293216468949,0.9657915301069676,1,0.09129856554354965,0.9558117431743745,14,0.547039143620656,0.5771348348692575,0.6316897872265625,9204.158261239281,8758.277868641588,0,1,0,34,11.369984765832083,449.7808616770008,0,0.9374844453731438,0,0,0,0,6,3,0,0
1,6,4335.974985388429,8887.788492440435,0.10688337508703138,0.273871819705371,2,0.016566731096605447,0.34467314101254776,18,0.6821831661527781,0.8021164471629001,0.3668100947554688,6602.066870413107,2817.119380599453,0,0,1,24,19.271189537937573,320.41832027166964,0,0.6170804555879711,0,1,1,0,8,1,1,0
